,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
950,17012,鲁巷-雄楚大道958号,创客广场,2018年建,53.69,1室1厅,南向,光谷步行街 首付17万的现房小公寓 独立卫生间独立厨房现特价出售,中层（共33层）,31.56
951,23273,关山-东湖开发区光谷软件园三路10号,清江山水,2010年建,128.0,2室1厅,北向,V美邻专盘 清江山水 光谷关山 精装55平小两房 图片实拍 诚心卖,高层（共25层）,55.0
952,26961,关山-东湖新技术开发区关山大道349号,光谷新世界,2014年建,275.0,3室2厅,南北向,新上笋盘光谷关山LOU王光谷新世界精装三房南北通透满二随时看,中层（共18层）,102.0
953,18235,光谷东-光谷四路省奥体中心东侧800m(高新四路与光,绿地国际理想城,2018年建,310.0,4室2厅,南北向,双地铁口 花园洋房秒杀价 南北通透绿地理想城 买到就赚到,低层（共6层）,170.0
954,14651,民族大道-光谷民族大道888号,锦绣龙城,2015年建,126.0,2室2厅,南北向,锦绣龙城精装两房一梯两户小高层公摊小两证无税随时看房,中层（共11层）,86.0
955,24731,关山-东湖新技术开发区关山大道349号,光谷新世界,2015年建,230.0,2室2厅,南向,光谷新全南两房业主自住精装 满二少税 单价不到2.4,低层（共32层）,93.0
956,25287,关山-光谷步行街关山大道口,世界城香榭丽舍,2017年建,220.0,2室2厅,南北向,光谷核心步行街上+双地铁+精装住宅+华科正门+南北通透,高层（共33层）,87.0
957,17955,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,158.0,3室2厅,南向,武汉华师制哪里找!精装修小三房 俯瞰整个韵湖公园,高层（共34层）,88.0
958,22957,光谷-东湖新技术开发区珞雄路19号,世界城米兰映象,2011年建,200.0,2室2厅,南向,光谷步行街 米兰映象 精装两房 客厅带阳台 拎包入住,高层（共1层）,87.12
959,22366,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,208.0,2室2厅,南北向,"新出,学·区·房--万科城市花园,93平精装大两房,只要208万",低层（共6层）,93.0
960,17333,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,130.0,2室2厅,南北向,到店就签天祥尚 府 证满两年 未用 精装小2房,中层（共34层）,75.0
961,16146,光谷-光谷一路与高新二路交汇处(金龙凯旋建材家俱广,光谷悦城,2017年建,155.0,3室2厅,南北向,三环内 2号线地铁口 光谷悦城 南北通透双阳台 随时看房,中层（共33层）,96.0
962,20667,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2015年建,155.0,2室2厅,南北向,看过来:�Z苑精装两房+好楼层+学户未用+好地段+价格可小刀,中层（共34层）,75.0
963,24792,光谷-东湖高新区珞喻东路22号,恒大华府,2008年建,595.0,4室2厅,南北向,"恒大华府B区洋房,产证已满五,房东霸气送200多万的装修",中层（共11层）,240.0
964,21084,光谷-洪山区意大利风情街光谷步行街3期,当代香颂公馆,2010年建,175.0,2室2厅,南北向,光谷户型街二房 南北通透 电梯房 中层 老证 有钥匙 诚售,中层（共16层）,83.0
965,20952,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2019年建,88.0,1室1厅,南北向,"首付25万,近步行街,民用水电,天然气入户,光谷新房",中层（共32层）,42.0
966,14953,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,160.0,3室2厅,南北向,光谷东 地铁19号线旁边 南北双阳台户型 北辰优+满庭春旁,高层（共27层）,107.0
967,13415,民族大道-江夏大道特一号庙山开发区,玉龙岛花园,2002年建,110.0,2室2厅,南北向,对.口汤逊湖 首付36万可以拎包即住,高层（共5层）,82.0
968,16129,民族大道-光谷民族大道888号,锦绣龙城,2009年建,170.0,3室2厅,南北向,"锦绣龙城小三房,百平米,舒适入住,满两年,户型正",中层（共34层）,105.4
969,24725,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2014年建,225.0,3室2厅,南北向,光谷关山大道K11旁 保利时代精装三房 有K随时看,中层（共33层）,91.0
970,29204,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2014年建,660.0,5室2厅,南向,碧桂园生态城叠翠台130万豪华装修别墅赠240平大院子,中层（共3层）,226.0
971,17200,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,180.0,3室2厅,南北向,光谷金融港2号线平安光谷春天 三房急售拎包入住 真实在售!,低层（共33层）,104.65
972,15092,关山-东湖高新技术开发区高新大道8号,迎宾家园,2011年建,123.0,2室1厅,南北向,迎宾家园 2室 1厅 81.5平米,低层（共6层）,81.5
973,19527,光谷-珞喻东路和关东园五路交汇处,葛洲坝世纪花园,2013年建,190.0,3室2厅,南北向,光谷关山葛洲坝世纪花园 带电梯 顶层带复式 精装诚心出售,高层（共7层）,97.3
974,20000,关山-东湖开发区光谷软件园三路10号,清江山水,2013年建,202.0,2室2厅,南北向,光谷软件园 清江山水 精装大两房 南北通透 送家具家电 免.,高层（共11层）,101.0
975,21905,"金融港-东湖新技术开发区光谷大道71号,金融港内",佛奥俊贤雅居,2014年建,138.0,2室2厅,南北向,万科物业 佛奥雅居 经典豪装两房 满五 口138万 售,高层（共16层）,63.0
976,24333,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2014年建,365.0,4室2厅,南北向,"买的就是大户,图的就是省心,好房子,好价格,不要错过哦",高层（共34层）,150.0
977,11449,民族大道-洪山光谷关山水蓝路水蓝郡・左岸附近,锦绣良缘,2006年建,158.0,3室2厅,南北向,"50万首付买三房,中南财大旁锦绣良缘,可直接拎包入住",中层（共6层）,138.0
978,25000,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2000年建,190.0,2室2厅,南向,"新出保利时代经典2房,楼层好,满2年,房东诚心出售看房有钥匙",中层（共34层）,76.0
979,10938,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2014年建,105.0,3室2厅,南北向,"联投花山郡两房到三房任意选,无后期费用,关键是稳定",中层（共24层）,96.0
980,17347,民族大道-民族大道318号,丽岛美生,2015年建,170.0,3室2厅,南向,清明节 精推 9号线 视野开阔 精装小三房 随时看,低层（共30层）,98.0
981,19758,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2015年建,245.0,4室2厅,南向,东湖高新 金融港 金融港 金地艺境 精装4房,中层（共30层）,124.0
982,22449,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2012年建,220.0,3室2厅,南向,春天花会开 好房等你来 光谷坐标城南北通透3室 看房随时,高层（共32层）,98.0
983,18959,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,130.0,2室2厅,南向,光谷东朗诗里程 毛坯两房产证满二 低价诚心出售 有钥匙随时看房,中层（共34层）,68.57
984,17282,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2020年建,178.0,3室2厅,南北向,"2号线地铁口 光谷新房十二/小.对.面 户型通透交通便利,直接认购",低层（共37层）,103.0
985,15667,民族大道-龙城路6号,中谷苑,2013年建,188.0,3室2厅,南北向,中谷苑南区精装大三房满五住房中间楼层南北通透户型,中层（共11层）,120.0
986,8333,光谷-高新大道糊口站A出口,鑫谷广场,2018年建,60.0,2室1厅,南北向,开发商直售高新大道地铁口光谷火车站旁,高层（共21层）,72.0
987,17565,民族大道-民族大道318号,丽岛美生,2013年建,94.5,2室2厅,南向,汤逊湖 华师一 名湖旁韵湖边 精装小两房 首付30万搞定,中层（共23层）,53.8
988,19757,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2018年建,77.96,1室1厅,南向,正光谷小户型的住宅横空出世毛坯的房源找我有优惠喔,中层（共32层）,39.46
989,21968,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2018年建,125.0,2室1厅,东南向,"光谷,,万科锦城旁光谷汇景有房出售,无税",中层（共32层）,56.9
990,16622,民族大道-龙城路与天际路交汇处(锦绣龙城旁),光谷地产梅花坞,2015年建,205.0,3室2厅,南北向,悦家地产 小陆推荐 民族大道 龙城路 梅花坞 精装大三房 低市价,高层（共32层）,123.33
991,13800,民族大道-洪山光谷关山水蓝路水蓝郡・左岸附近,锦绣良缘,2002年建,69.0,1室2厅,南向,三环内25万首付拿下来 锦绣良缘经典一室2厅 户型方正 税少,高层（共7层）,50.0
992,25127,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2010年建,148.0,2室2厅,南北向,精装两房 产证满五年 59+23户型 中间楼层 光线好,中层（共18层）,58.9
993,17675,关山-东湖开发区关山一路369号,金地太阳城,2009年建,300.0,5室2厅,南北向,关山大道上 一·小·学·区房 大户型复式楼 满2年 关山春晓,高层（共6层）,169.73
994,19620,光谷-鲁磨路111号,当代花园雅典苑,2000年建,155.0,2室2厅,南北向,鲁磨路光谷国际广场旁 雅典苑 低总价两房 诚意出售,高层（共7层）,79.0
995,14815,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2016年建,160.0,3室2厅,南北向,光谷东 朗诗里程 地铁口 光谷17小旁 交通便利 户型方正,中层（共32层）,108.0
996,17071,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,190.0,3室2厅,南北向,"品质美盘,一手豪华装配双车位,满两年税费低,智能中控,科技居",低层（共34层）,111.3
997,14286,民族大道-光谷民族大道888号,锦绣龙城,2014年建,140.0,3室2厅,南北向,"精装三房,首付45万!业主置换,送全套家电,不临街,可看房",高层（共24层）,98.0
998,14516,光谷东-光谷七路(神墩二路以南、高新二路以北),桃花源,2013年建,90.0,1室1厅,南北向,光谷中心城 桃花源精装一居室 未来科技城华为基地附近 生物城,中层（共26层）,62.0
999,17414,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2016年建,155.0,3室2厅,南北向,朗诗里程 精装修 拎包入住 预约看房,低层（共17层）,89.01
1000,16667,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2015年建,150.0,3室2厅,南北向,龙城路上单价16000 无税南北通透 小三房 有钥匙随时看房,低层（共18层）,90.0
1001,19298,民族大道-大学园路4号(万科城市花园对面),博海光谷麒麟社,2012年建,110.0,1室1厅,南北向,"精-装小户型,适合居住的好房子",高层（共18层）,57.0
1002,17273,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,190.0,3室2厅,南北向,光谷5小证满二 中间楼层 居家装修 南北通透 家私全送 拎包入住,中层（共16层）,110.0
1003,13269,光谷东-高新四路与佛祖岭二路交汇处,当代云谷,2020年建,138.0,3室2厅,南北向,"高新区,毛坯三房,首付40万入住光谷东gao端小区。",低层（共32层）,104.0
1004,13761,关山-武汉市江夏区高新二路128号(湖北第二师范学,佳源花都,2008年建,150.0,3室2厅,南北向,光谷2号线黄龙山站旁城市之光 佳源花都精装修大三房满二无税,高层（共11层）,109.0
1005,12895,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2016年建,102.0,2室2厅,南向,急售 未来地铁口 低于市价20万 毛坯大两房 视野,中层（共15层）,79.1
1006,13235,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2015年建,180.0,3室2厅,南北向,碧桂园生态城依云 136平 3室2厅,高层（共21层）,136.0
1007,21579,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2017年建,82.0,1室1厅,南北向,光谷核心 70年产权住宅小户型 毛坯现房一手新房,中层（共32层）,38.0
1008,15385,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2015年建,120.0,2室2厅,南北向,光谷满庭春 毛坯两房 刚需必备 小区近地铁11号线 初中,低层（共33层）,78.0
1009,15789,光谷东-高新二路与大吕路交汇处(省奥体中心旁),北辰优+,2016年建,150.0,3室2厅,南北向,光谷东北辰优+95平精装房通风好采光好您温馨的城堡,高层（共33层）,95.0
1010,18800,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2014年建,235.0,3室2厅,南向,有钥匙名湖豪庭大三房清水毛坯 一线湖景采光好 无遮挡,高层（共33层）,125.0
1011,14737,民族大道-光谷民族大道888号,锦绣龙城,2009年建,112.0,2室2厅,南向,光谷软件园锦绣龙城 精装两房 两年无税 南北通透 看房方便,中层（共32层）,76.0
1012,13474,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2016年建,128.0,3室2厅,南北向,急售 95平只要128万 碧桂园生态城左岸 精装三房,高层（共28层）,95.0
1013,12288,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2015年建,145.0,3室2厅,南北向,点杀楼层联投花山郡 后一期错过后悔3年 交不交资料都行,高层（共18层）,118.0
1014,25385,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,330.0,3室2厅,南北向,万科城市花园 稀-缺THS花园洋房 户型方正 采光好 送大露,高层（共4层）,130.0
1015,25600,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2014年建,320.0,3室2厅,南北向,"好的地段,好的环境,好的交通,好的设施,万科城花�Z苑好的选择",中层（共34层）,125.0
1016,24964,关山-关山大道与南湖大道交汇处(光谷软件园对面),中建大公馆,2014年建,347.0,3室2厅,南北向,中建大公馆直接合同更名无后期费用位置好楼层保利时代,中层（共33层）,139.0
